;text
1076;['nih', 'bangkit', 'lagi', 'dia']
1077;['denni', 'siregar', 'tantang', 'balik', 'hacker', 'bjorka', 'minta', 'buka', 'kasu', 'habib', 'rizieq', 'dan', 'data', 'ani', 'baswedan', 'baca', 'selengkapnya']
1078;['lho', 'bu', 'mic', 'mati', 'jadi', 'saya', 'tidak', 'tahu', 'rasanya', 'diluar', 'demo']
1079;['semenjak', 'akun', 'bjorka', 'tumbang', 'mendadak', 'banyak', 'bjorka', 'kw', 'mulai', 'kw', 'samp', 'kw', 'ini', 'persi', 'sama', 'dgn', 'akun', 'kang', 'cendol', 'yg', 'tumbang', 'dan', 'digantikan', 'akun', 'yg', 'mirip', 'tapi', 'dicurigai', 'sebagai', 'cepu']
1080;['ide', 'judul', 'skripsi', 'manajemen', 'pemasaran', 'follow', 'ig', 'for', 'more', 'untuk', 'updat', 'judul', 'dll', 'yahhhh', 'ngerisedap']
1081;['rakyat', 'malah', 'seneng', 'bgt', 'rahasia', 'data', 'pemerintah', 'di', 'umbar', 'kan', 'lucu', 'rakyat', 'kita', 'ini', 'ayoooh', 'monggo', 'bobol', 'aja', 'smua']
1082;['gue', 'kira', 'ada', 'penjelasanmya', 'jir', 'ternyata', 'cuma', 'gitu', 'doang', 'bisa', 'jadi', 'ini', 'cuma', 'pengalihan', 'issu', 'bbm', 'sama', 'sambo', 'dah', 'ngapain', 'up', 'masalah', 'yg', 'uda', 'kadaluarsa', 'beberapa', 'hari', 'tapi', 'kebeneran', 'emang', 'haru', 'diungkap', 'nitip', 'jwalan', 'apprem', 'yh']
1083;['lipgloss', 'mizzu', 'murah', 'disc', 'jadi', 'rb', 'klik', 'dibawah', 'ini']
1084;['ya', 'maap', 'kak']
1085;['akun', 'twitter', 'hacker', 'bjorka', 'disuspend', 'atau', 'ditangguhkan', 'sejak', 'kemarin']
1086;['yuk', 'di', 'lelang', 'permen', 'kiss', 'produksi', 'not', 'normal', 'nb', 'disebelah', 'kanan', 'yang', 'normal', 'seblah', 'kiri', 'not', 'normal']
1087;['gak', 'gitu', 'anj']
1088;['bjorka', 'bocorkan', 'soal', 'kakek', 'tua', 'korban', 'eksil', 'yang', 'jadi', 'temannya', 'di', 'warsawa', 'siapakah', 'sosok', 'berpengaruh', 'tersebut']
1089;['miri', 'di', 'negri', 'konoha', 'rakyat', 'dan', 'pemimpin', 'sperti', 'tomjeri', 'rakyat', 'memperjuangkan', 'hak', 'mereka', 'dan', 'oknum', 'pemimpin', 'memperjungkan', 'nafsu', 'mereka', 'dan', 'sekarang', 'mulai', 'bermunculan', 'tindakan', 'oknum', 'masyarakat', 'yang', 'mengobrakabrik', 'sistem', 'pemerintah', 'entah', 'itu', 'baik', 'atau', 'buruk']
1090;['docmart', 'pria', 'kulit', 'asl', 'link', 'belanja', 'tokopedia']
1091;['hari', 'penuh', 'dilemma', 'hari', 'jumat', 'kemaren', 'adalah', 'hari', 'yang', 'membuat', 'hati', 'merasa', 'senang', 'namun', 'juga', 'sedih', 'pasalnya', 'pada', 'saat', 'itu', 'propos', 'ku', 'di', 'acc', 'namun', 'terdapat', 'rasa', 'yang', 'meronta', 'ronta', 'ingin', 'pulang', 'ke', 'kampung', 'halaman', 'lanjut', 'part']
1092;['seneng', 'bgdd', 'udah', 'saatnya', 'doi', 'mundur', 'masih', 'untung', 'gak', 'dipecat']
1093;['yang', 'suka', 'denger', 'suara', 'gamelan', 'pa', 'naik', 'gunung', 'nih']
1094;['hahahaaa', 'hiburan', 'sdikit']
1095;['liat', 'profil', 'saya', 'tru', 'klik', 'linknya']
1096;['denni', 'siregar', 'heran', 'kenapa', 'hacker', 'bisa', 'mengen', 'dirinya', 'bahkan', 'ia', 'mengungkapkan', 'dalam', 'tweetnya', 'apakah', 'dirinya', 'terken', 'hingga', 'internasion', 'atau', 'sang', 'hacker', 'adalah', 'orang', 'lokal']
1097;['makanya', 'sekolah', 'tolol']
1098;['info', 'buat', 'join', 'grup', 'telegram', 'nya', 'dong']
1099;['siapakah', 'yg', 'sebenarnya']
1100;['dari', 'zaman', 'kerajaan', 'dan', 'zaman', 'merdeka', 'katanya', 'soal', 'kecurigaan', 'selalu', 'ada', 'yg', 'pasti', 'memberi', 'penyegaran', 'buat', 'mereka', 'yang', 'kangen', 'keadilan']
1101;['ini', 'sih', 'kadrun', 'kok', 'bbm', 'kok', 'erick', 'pula']
1102;['bner', 'enak', 'apalagi', 'lagi', 'ujan', 'gini', 'makan', 'bubur', 'kacang', 'ijo', 'biar', 'tambah', 'pinter']
1103;['rumah', 'dimasukin', 'male', 'gara', 'pintu', 'kaga', 'ditutup', 'ya', 'tolol', 'namanya', 'malah', 'nyalahin', 'male']
1104;['ternyata', 'di', 'ata', 'bjorka', 'msh', 'ada', 'yg', 'lebih', 'pintar', 'yakni', 'netizen', 'andro', 'apa', 'io']
1105;['jika', 'menurut', 'anda', 'bjorka', 'adalah', 'penjahat', 'tentu', 'dia', 'penjahat', 'karena', 'dia', 'seorang', 'hacker', 'tapi', 'disisi', 'lain', 'dia', 'membuka', 'semua', 'topeng', 'kebusukan', 'dari', 'parlement', 'nasion', 'kita', 'yang', 'ternyata', 'memiliki', 'celah', 'eh', 'bukan', 'celah', 'tapi', 'jalan', 'masuk', 'tanpa', 'pengamanan']
1106;['terungkap', 'motif', 'hacker', 'bjorka', 'bocorkan', 'data', 'pemerintah', 'ada', 'kaitannya', 'dengan', 'luka', 'sejarah', 'masa', 'ord', 'baru']
1107;['jokowi', 'minta', 'pelayanan', 'keimigrasian', 'haru', 'dipermudah', 'salernitana', 'siang', 'senin', 'ariel', 'munir', 'bjorka']
1108;['kena', 'suspend', 'ya']
1109;['menterinya', 'takut', 'mati', 'makanya', 'di', 'suruh', 'duluan', 'rakyat', 'nya', 'namanya', 'juga', 'menteri', 'tolol', 'bin', 'goblok']
1110;['keren', 'yak']
1111;['hari', 'ini']
1112;['waduh', 'apaan', 'tuh', 'gw', 'masih', 'nob', 'bang', 'sake', 'nob', 'nya', 'level', 'god', 'bisa', 'dibe', 'euro']
1113;['di', 'otak', 'si', 'ruhut', 'cuma', 'ada', 'kata', 'kadrun', 'lagi', 'mabok', 'kadrun', 'biasanya', 'kalau', 'sudah', 'benci', 'jadi', 'cinta', 'benci', 'kadrun', 'jadi', 'cinta', 'kadrunhahahamerdeka', 'cuy', 'lu', 'di', 'sebut', 'kadrun', 'tuh']
1114;['fifa', 'tidak', 'sesuai', 'standar', 'pssi', 'logikanya', 'dimana', 'yang', 'mana', 'induk', 'yang', 'mana', 'telor', 'kalo', 'begini']
1115;['apakah', 'data', 'kita', 'aman', 'setelah', 'beliau', 'tidak', 'ada', 'jawabannya', 'tidak', 'apa', 'yang', 'haru', 'kita', 'lakukan', 'sebagai', 'masyarakat', 'agar', 'data', 'pribadi', 'kita', 'aman', 'simpl', 'saja', 'buat', 'sistem', 'securityfirewal', 'khusu', 'dengan', 'dana', 'yang', 'jela', 'dan', 'ajak', 'anak', 'bangsa', 'yang', 'paham', 'utk', 'berpartisipasi']
1116;['pada', 'pertemuan', 'hari', 'ini', 'meminta', 'relawan', 'untuk', 'mengaw', 'program', 'dan', 'warisan', 'pemerintahannya', 'agar', 'dapat', 'dilanjutkan', 'oleh', 'penggantinya', 'di', 'pemilu']
1117;['presiden', 'joko', 'widodo', 'atau', 'jokowi', 'bertemu', 'dengan', 'perwakilan', 'relawan', 'sekretariat', 'nasion', 'sekna', 'jokowi', 'di', 'istana', 'negara', 'pertemuan', 'itu', 'jokowi', 'meminta', 'para', 'relawan', 'membantu', 'menyukseskan', 'program', 'pemerintah']
1118;['waduhgak', 'tau', 'jga', 'klo', 'bener', 'nak', 'kbgusan', 'sejatinya', 'saiya', 'gak', 'teeuu', 'kok', 'tanya', 'saiyah', 'xixi']
1119;['tidak', 'terlalu', 'gembira', 'dgn', 'ulah']
1120;['tip', 'untuk', 'para', 'pencari', 'loker', 'semangat', 'mencari', 'kerja', 'jangan', 'lupa', 'download', 'kerjapagi', 'untuk', 'memudahkan', 'kalian', 'dapetin', 'kerjaan', 'dgn', 'cepat']
1121;['entah', 'kenapa', 'menurut', 'gw', 'ini', 'bukan', 'hacker', 'tapi', 'hanya', 'scriptkiddi']
1122;['sebagai', 'rakyat', 'indonesia', 'yang', 'bukan', 'gover', 'asslick', 'saya', 'senang', 'karena', 'orang', 'titipan', 'partai', 'dan', 'tidak', 'memiliki', 'kompetensi', 'tuga', 'di', 'depak', 'dri', 'kementrian', 'secara', 'terhormat', 'perlu', 'di', 'ingat', 'mentri', 'yang', 'tidak', 'kompeten', 'memang', 'layak', 'utk', 'keluar', 'dri', 'parlemen', 'nasion']
1123;['muka', 'lu', 'kek', 'kontol', 'ma']
1124;['kalo', 'bisa', 'nitip', 'iklan', 'subway', 'dan', 'konten', 'winter', 'album', 'x', 'yah', 'bjorkan']
1125;['mengejutkan', 'hacker', 'beberkan', 'pelaku', 'pembunuhan', 'munir', 'begini', 'kronolog', 'lengkapnya']
1126;['parah', 'sii']
1127;['hampir', 'setiap', 'akir', 'tahun', 'pasti', 'ada', 'demo', 'apakah', 'sudah', 'menjadi', 'budaya']
1128;['happi', 'lah', 'kenapa', 'sedih']
1129;['bakal', 'kejadian', 'lagi', 'ni', 'ip', 'singapura', 'dan', 'ip', 'filipina', 'jilid']
1130;['dicariin', 'tuh', 'bg']
1131;['agak', 'ngebug', 'dikit', 'ya', 'guy', 'ya']
1132;['alhamdulillah', 'g', 'vaksin', 'ayoo', 'rakyat', 'bangun', 'doong', 'kita', 'cm', 'dibohongin']
1133;['ini', 'orang', 'mana', 'sih']
1134;['yg', 'punya', 'bokep', 'share', 'link']
1135;['how', 'about', 'opm', 'organisasi', 'papua', 'merdeka']
1136;['disebut', 'pengalihan', 'isu', 'kasu', 'ferdi', 'sambo', 'hacker', 'bjorka', 'bilang', 'begini']
1137;['berhubung', 'harga', 'bbm', 'sedang', 'naik', 'gua', 'mau', 'kasih', 'beberapa', 'tip', 'untuk', 'menghemat', 'bbm', 'semoga', 'membantu']
1138;['jadi', 'sasaran', 'hacker', 'begini', 'respon', 'dan', 'penjelasan', 'tni', 'ad']
1139;['sebuah', 'klarifikasi']
1140;['pendaftaran', 'kartu', 'prakerja', 'gelombang', 'baru', 'saja', 'dibuka', 'buruan', 'daftar', 'dan', 'login', 'di']
1141;['mendingan', 'nyari', 'koruptor', 'aja', 'deh', 'pak', 'yg', 'jela', 'wujudnya', 'contohnya', 'harun', 'masiku', 'sama', 'si', 'apeng', 'yang', 'male', 'triliunan', 'kan', 'lumayan', 'duitnya', 'bisa', 'buat', 'nyicil', 'hutang']
1142;['eh', 'beneran', 'dah', 'ilang', 'dong']
1143;['haha', 'kasi', 'paham']
1144;['apa', 'hubungan', 'dan', 'or']
1145;['jual', 'flat', 'shoe', 'gabino', 'ygi', 'sizenya', 'kebesaran', 'harganya', 'k', 'aja', 'ygi']
1146;['buzzerp', 'nyamar', 'nih']
1147;['bisa', 'aja', 'ent']
1148;['leh', 'tanpa', 'info', 'bjorka', 'pun', 'rakyat', 'sdh', 'tahu', 'kok', 'kalo', 'puan', 'rayain', 'ultah', 'di', 'gedung', 'dpr', 'percuma', 'dong', 'kadrun', 'sewa', 'hacker', 'kela', 'dunia', 'kok', 'aksinya', 'cuma', 'ghibah', 'buka', 'data', 'orang', 'kalo', 'cuma', 'gitu', 'cukup', 'ke', 'dukcapil', 'aja', 'hacker', 'amatir', 'yg', 'nyewa', 'juga', 'bodoh']
1149;['diburu', 'istana', 'hacker', 'bjorka', 'anda', 'semua', 'masih', 'bingung']
1150;['bagu', 'donk', 'boomer', 'udh', 'waktunya', 'istirahat', 'bukannya', 'ngurusin', 'teknolog']
1151;['dia', 'siapa', 'dan', 'tujuan', 'dia', 'apa', 'kita', 'haru', 'dukung', 'atau', 'perangin', 'dia']
1152;['seru', 'yaah', 'bjorkan', 'ini', 'jadi', 'kayaa', 'di', 'film', 'haahhaa', 'would', 'love', 'to', 'see', 'the', 'end']
1153;['teruskan', 'anak', 'muda']
1154;['gw', 'downlod', 'twitter', 'karna', 'liat', 'brita', 'bjorka', 'eh', 'pa', 'gw', 'cari', 'akunnya', 'udh', 'di', 'blok', 'padah', 'gw', 'mau', 'bljr', 'sama', 'dia']
1155;['sok', 'inggri', 'lu', 'ngab']
1156;['data', 'pribadi', 'diperjualbelikan', 'di', 'forum', 'onlin']
1157;['tapi', 'dia', 'udah', 'buat', 'akun', 'twitter', 'lagi']
1158;['jakarta', 'anak', 'nya']
1159;['kepala', 'dina', 'penerangan', 'tni', 'ad', 'kadispenad', 'brigjen', 'hamim', 'tohari', 'mengungkapkan', 'akun', 'twitter', 'resmi', 'milik', 'tni', 'ad', 'dibajak', 'pinguin']
1160;['iddih', 'ngeringeri', 'sedap', 'nih', 'kecap', 'sedaap', 'ml', 'cuma', 'ribuan', 'saja', 'buruan', 'taki', 'sob', 'tag', 'hacker', 'jakarta']
1161;['hayo', 'telanjangin', 'ajah', 'bro', 'gaskeun']
1162;['edi', 'mulyadi', 'dijatuhkan', 'voni', 'oleh', 'maje', 'hakim', 'pengadilan', 'negeri', 'jakarta', 'pusat', 'tujuh', 'bulan', 'hari', 'penjara', 'dia', 'dinyatakan', 'terbukti', 'bersalah', 'menyiarkan', 'kabar', 'yang', 'tidak', 'pasti']
1163;['bener', 'harusnya', 'belajar', 'dari', 'pengalaman']
1164;['tolol', 'ya', 'tolol', 'aja']
1165;['mereka', 'itu', 'beban', 'rakyat']
1166;['pokoknya', 'mah', 'kalo', 'gua', 'kenapa', 'napa', 'salahin', 'pemerintah']
1167;['bin', 'lacak', 'identita', 'hacker', 'bjorka', 'terkait', 'klaim', 'kebocoran', 'dokumen', 'pent', 'presiden', 'joko', 'widodo']
1168;['pdhl', 'login', 'mau', 'liat', 'tweetnya', 'bjorkan', 'eh', 'akunnya', 'ilang']
1169;['kalo', 'di', 'wakanda', 'udah', 'ditangkap', 'pake', 'tank']
1170;['bni', 'mah', 'd', 'surdirman', 'boss']
1171;['apakah', 'mereyang', 'didalam', 'sana', 'peduli', 'tentu', 'tidakkkkk']
1172;['lebih', 'seru', 'dari', 'pada', 'bigmous', 'mirip', 'coi', 'doha', 'ent']
1173;['di', 'shope', 'dpt', 'ini']
1174;['akun', 'twitter', 'seminggu', 'terakhir', 'menjadi', 'viral', 'dan', 'memiliki', 'jumlah', 'pengikut', 'hingga', 'ratusan', 'ribu', 'follow']
1175;['akun', 'akun', 'yang', 'aneh', 'mend', 'geser', 'dulu', 'woyi', 'pake', 'segala', 'ngetag']
1176;['kak', 'bantu', 'retweet', 'thread', 'ini', 'bantu', 'ibu', 'ini']
1177;['wtb', 'tiket', 'konser', 'yang', 'retro', 'dong']
1178;['dibayar', 'brp', 'bang', 'jd', 'buzzer']
1179;['liat', 'trend', 'jadi', 'inget', 'seri', 'indonesia', 'biner', 'anjirrr']
1180;['coba', 'tanya', 'pada', 'mungkin', 'dia', 'tahun', 'siapa', 'jangan', 'sama', 'orang', 'nya']
1181;['kalo', 'kamu', 'udh', 'ga', 'di', 'butuhin', 'pergi', 'jgn', 'ngemi', 'cari', 'yang', 'sama', 'sama', 'butuh']
1182;['suks', 'gelar', 'kompetisi', 'mobil', 'legend', 'di', 'bekasi', 'restu', 'hapsari', 'tmp', 'sahabat', 'kaum', 'mileni']
1183;['sentil', 'peristiwa', 'di', 'cilegon', 'ono', 'tekankan', 'hal', 'ini']
1184;['prediksi', 'sydney', 'pool', 'selasa', 'septemb', 'angka', 'jitu', 'sdi', 'hari', 'selasa']
1185;['yang', 'bilang', 'bjorka', 'pengalihan', 'isu', 'ini', 'udah', 'dijawab', 'kalian', 'percaya', 'ga', 'geng', 'tantri', 'namirah', 'innalilahi', 'suami', 'pssi', 'munir']
1186;['gak', 'cuman', 'bjorka', 'ternyata', 'udah', 'banyak', 'hacker', 'di', 'dunia', 'ini', 'hmmmm']
1187;['puan', 'harap', 'dpr', 'indonesia', 'uzbekistan', 'eratkan', 'kerja', 'sama']
1188;['lifehack', 'anak', 'kost', 'biar', 'bisa', 'makan', 'steak', 'grati', 'tag', 'innalilahi', 'hacker', 'senin', 'ini', 'masih', 'bjorka', 'yg', 'spill', 'kasu', 'munir', 'apel', 'pagi']
1189;['gimana', 'kalo', 'ternyata', 'hanya', 'seorang', 'buzzer', 'jgyg', 'ditugaskn', 'utk', 'membelah', 'konsentrasi', 'rakyat', 'biar', 'tdk', 'foku', 'pd', 'sambo', 'kenaikn', 'bbm', 'krn', 'yg', 'disebarkn', 'hanya', 'info', 'yg', 'krg', 'tendensiuskrg', 'detail', 'cm', 'menyentuh', 'permukaan', 'saja', 'infonyaharapannyakasih', 'bocoran', 'yg', 'lbh', 'dalam', 'lg']
1190;['gaspol', 'pengobatan', 'kelil', 'grati', 'adian', 'dan', 'pdip', 'kabupaten', 'bogor', 'hari', 'ini', 'genap', 'desa']
1191;['bamusi', 'kabupaten', 'bandung', 'tindak', 'lanjuti', 'hasil', 'rakobidna']
1192;['bjorkan', 'ditak', 'down', 'sama', 'tweeter', 'tapi', 'banyak', 'lahir', 'cebong', 'cebong', 'bjor', 'utk', 'mengekor', 'ketenarannya']
1193;['t', 'tttapi', 'bukannya', 'akunnya', 'namanya', 'bjorkan', 'bukan', 'bjorkanesm']
1194;['tak', 'terduga', 'pengusaha', 'kaya', 'raya', 'ini', 'mengaku', 'sebagai', 'hacker', 'bjorka']
1195;['aliansi', 'bjorkan']
1196;['haha', 'terlalu', 'jujur', 'tapi', 'bagu', 'juga']
1197;['mosok']
1198;['pembohong', 'dipercaya']
1199;['cek', 'fakta', 'sosok', 'di', 'balik', 'bjorka', 'akhirnya', 'terungkap', 'benar', 'kah', 'pengusaha', 'terken', 'ini']
1200;['bantah', 'isu', 'kebocoran', 'data', 'milik', 'presiden', 'yang', 'direta', 'oleh', 'bjorka', 'menkominfo', 'jangan', 'jadikan', 'hacker', 'sebagai', 'pahlawan']
1201;['wisangel', 'angel', 'angel', 'masseeh', 'haru', 'diruwat', 'oleh']
1202;['yg', 'mana', 'akunnya']
1203;['baru', 'muncul', 'udah', 'op', 'banget']
1204;['makanya', 'ganti', 'menteri', 'mana', 'tau', 'dtemoatkan', 'nnti', 'org', 'yg', 'berkompeten', 'ini', 'udh', 'tau', 'direta', 'malah', 'bilang', 'hacker', 'kalo', 'bisa', 'jangan', 'menyerang']
1205;['lah', 'akun', 'bjorkan', 'di', 'tangguhkan']
1206;['diaduk', 'ya', 'kali', 'apa', 'kali']
1207;['coba', 'bikin', 'statu', 'kayak', 'gini', 'dok']
1208;['belum', 'sehari', 'akun', 'hacker', 'bjorka', 'hilang', 'dari', 'twitter', 'akun', 'media', 'sosial', 'hacker', 'bjorka', 'sudah', 'menghilang', 'dari', 'twitter', 'lantaran', 'platform', 'tersebut', 'telah', 'menghapu', 'akun']
1209;['temukan', 'baju', 'anak', 'perempuan', 'tahun', 'setelan', 'anak', 'perempuan', 'setelan', 'overal', 'mini', 'dre', 'dengan', 'potongan', 'hanya', 'rp', 'rp', 'link', 'produk']
1210;['dia', 'suka', 'nyeduh', 'kapal', 'api', 'katanya']
1211;['yg', 'lebih', 'bikin', 'gwa', 'heran', 'kan', 'di', 'pom', 'udah', 'terpampang', 'jela', 'di', 'larang', 'main', 'hp', 'lha', 'ini', 'skarang', 'malah', 'wajib', 'pakek', 'hp']
1212;['kebohongan', 'akan', 'terbongkar', 'kebenaran', 'akan', 'terungkap', 'jika', 'mereka', 'tidak', 'merasa', 'bersalah', 'makan', 'mereka', 'tidak', 'akan', 'khawatir', 'dengan', 'apa', 'yang', 'di', 'lakukan']
1213;['temen', 'sendiri', 'mana', 'berani', 'dia']
1214;['udah', 'kaya', 'di', 'film', 'ya', 'kisah', 'munir', 'perlu', 'banget', 'sih', 'di', 'ungkap', 'sama', 'bjorka', 'inim']
1215;['hatihati', 'bang', 'kamu', 'tidak', 'tau', 'betapa', 'kejam', 'nya', 'mereka', 'zaman', 'pak', 'harto', 'saja', 'berpendapat', 'bisa', 'hilang', 'orangnya', 'apalagi', 'saat', 'ini', 'bisa', 'lebih', 'sadi', 'ini', 'katanya', 'bisa', 'melacak', 'bang', 'lewat', 'riwayat', 'transaksi', 'bitcoin']
1216;['bjorka', 'teh', 'ngopi']
1217;['cantik', 'bgttt', 'sandalnya', 'wajib', 'chekout', 'ni', 'mevvah', 'bgt', 'gak', 'si', 'beli', 'disini', 'sunoo', 'ngeringeri', 'sedap', 'hall', 'bailey', 'ariel', 'tantri', 'namirah']
1218;['coba', 'saya', 'tanya', 'masnya', 'kalo', 'ma', 'mau', 'rekrut', 'orang', 'it', 'kualifikasi', 'yang', 'ma', 'pilih', 'apa', 's', 'semua', 'jurusan', 'kan', 'pasti', 'maunya', 'jurusan', 'it', 'kan', 'sedangkan', 'si', 'joni', 'ini', 'dia', 'sarjana', 'ekonomi', 'ngerti', 'apa', 'ibarat', 'ikan', 'suruh', 'jalan', 'di', 'darat', 'ikan', 'bakal', 'cari', 'alasan', 'apapun', 'supaya', 'gak', 'ke', 'daratan']
1219;['kenapa', 'ngab']
1220;['yaiya', 'kan', 'dia', 'ud', 'punya', 'akun', 'tp', 'kesuspend', 'ya', 'kalo', 'dia', 'bkin', 'lg', 'emg', 'gk', 'bs', 'pake', 'usernam', 'sama']
1221;['mak', 'dubrakkkk', 'ohhhhh']
1222;['karena', 'mereka', 'lebih', 'ketar', 'ketir', 'sama', 'hacker', 'ketimbang', 'rakyat', 'wkwk', 'apa', 'kita', 'haru', 'buat', 'mereka', 'ketar', 'ketir', 'juga', 'ya', 'dengan', 'meneror', 'rumah', 'mereka', 'nomor', 'tlp', 'mereka', 'yg', 'di', 'bantu', 'krna', 'jasa', 'bjorka', 'juga']
1223;['otak', 'mu', 'yg', 'kena', 'suspendwkwkwkwk']
1224;['baru', 'buat', 'akun', 'bang', 'hehe']
1225;['seduhin', 'kopi', 'dlu', 'bjorkanya', 'lah', 'ma', 'biar', 'dia', 'ga', 'ngantuk', 'wkwkw']
1226;['data', 'kependudukan', 'apa', 'data', 'barang', 'bukti', 'kasu', 'besar']
1227;['gak', 'bisa', 'diam', 'ini', 'narasi', 'tak', 'mute', 'mau']
1228;['temen', 'gua', 'ada', 'yang', 'jago', 'hangker', 'juga', 'bang', 'kaya', 'lu', 'nih', 'orang', 'nya']
1229;['udah', 'ada', 'yg', 'baru', 'ya', 'yg', 'kemaren', 'kena', 'suspend']
1230;['iya', 'cuman', 'udah', 'terbukt', 'asli', 'akun', 'dia', 'cek', 'aja', 'bg']
1231;['wtf', 'is', 'ditangguhkan']
1232;['bikin', 'twitter', 'baru', 'ajaa', 'bjorka', 'ketinggalan', 'info', 'gueee']
1233;['di', 'baca', 'aja', 'twit', 'nya', 'ngab']
1234;['saya', 'yakin', 'sih', 'rasanya', 'luar', 'biasa', 'ya', 'itu', 'impian', 'beliau', 'sejak', 'kecil', 'pa', 'diasuh', 'simboksimboknya', 'main', 'ayunan', 'sambil', 'makan', 'dage', 'dan', 'minum', 'susu']
1235;['nah', 'loh', 'dijawab', 'ama', 'bjorka', 'yang', 'bilang', 'pengalihan', 'isu', 'ariel', 'cuddl', 'munir', 'siang']
1236;['we', 'di', 'spill', 'iku', 'lok', 'cok', 'jancok']
1237;['siang', 'yang', 'sangean', 'udah', 'readi', 'vc', 'bisa', 'sekarang', 'hub']
1238;['wkwkwj']
1239;['masak', 'sih', 'cowok', 'tito', 'berkucupan', 'dg', 'cewek', 'fadil', 'yang', 'benar', 'aja', 'kamu']
1240;['ini', 'referensi', 'dan', 'alur', 'berpikirnya', 'orang', 'lokal']
1241;['mana', 'sanggup', 'si']
1242;['musim', 'hujan', 'wak', 'jangan', 'sampai', 'kehujanan', 'di', 'jalan', 'nih', 'ada', 'rekomendasi', 'ja', 'hujan', 'buat', 'wawak', 'ariel', 'sugahyung']
1243;['join', 'tele', 'nya', 'om', 'biar', 'ga', 'salah', 'atau', 'check', 'link']
1244;['kalo', 'bukan', 'buzzer', 'apa', 'bang', 'bela', 'kominfo', 'samp', 'segitunyaini', 'udh', 'kesekian', 'kalinya', 'loh', 'berita', 'data', 'bocor', 'masa', 'dari', 'dulu', 'samp', 'sekarang', 'gak', 'dibenerin', 'mereka', 'ngapain', 'aja', 'kerjanya', 'ngopi', 'makan', 'tidur', 'main', 'billiard']
1245;['iya', 'oke']
1246;['bgmn', 'dgn', 'pemilu', 'kmrn', 'om']
1247;['record', 'scratch', 'freez', 'frame', 'yup', 'itu', 'aku', 'kalian', 'mungkin', 'bertanyatanya', 'bagaimana', 'aku', 'bisa', 'sampai', 'di', 'situasi', 'ini', 'namaku', 'baga', 'tahun', 'tapi', 'orangorang', 'di', 'internet', 'mengenalku', 'sebagai', 'bjorkan']
1248;['membadda', 'emang', 'pahlawan', 'bukan', 'dia', 'yang', 'baik', 'atau', 'jahat', 'tapi', 'pahlawan', 'adalah', 'dia', 'yang', 'mau', 'membongkar', 'kebohongan', 'agar', 'kebenaran', 'ter', 'ungkap']
1249;['pengalihan', 'isu', 'isu', 'besar', 'bukan', 'sih', 'ini']
1250;['claaa', 'kek', 'nya', 'keluarga', 'pemerintah', 'niih']
1251;['kok', 'aku', 'langsung', 'kagum', 'sm']
1252;['kan', 'capek', 'jg', 'besti', 'si', 'bjorka', 'teh', 'bisa', 'lieur', 'juga', 'kan', 'dia', 'orang']
1253;['belum', 'berhenti', 'bjorka', 'bongkar', 'data', 'menko', 'marv', 'luhut', 'binsar', 'terungkap', 'belum', 'vaksin', 'booster']
1254;['itu', 'udah', 'di', 'leak', 'di', 'telegram', 'ani', 'sama', 'bpk', 'tito']
1255;['kurang', 'ajar', 'memang', 'menyebalkan', 'bikin', 'sewot', 'siapakah', 'diaaaaa', 'temanku', 'aja', 'baru', 'belum', 'booster', 'nggak', 'bisa', 'ke', 'mana', 'mana', 'iya', 'kan', 'belum', 'booster', 'nggak', 'bisa', 'ke', 'mana', 'mana']
1256;['udah', 'di', 'leak', 'tuh', 'ani', 'di', 'telegram', 'sama', 'bpk', 'tito', 'tuh']
1257;['coba', 'bilsng', 'sendiri', 'besti', 'wkwk']
1258;['kalo', 'bjorka', 'tidak', 'membahayakan', 'yg', 'kek', 'dibilang', 'mahfudz', 'md', 'dan', 'ga', 'merugikan', 'negara', 'gaperlu', 'ditangguhkan', 'lah']
1259;['di', 'blok', 'akun', 'twit', 'ny']
1260;['akun', 'twitter', 'bjorka', 'di', 'suspend']
1261;['jokowi', 'mengaku', 'sangat', 'berduka', 'ata', 'meninggalnya', 'ratu', 'elizabeth', 'ii', 'hobi', 'heker', 'senin', 'munir', 'ariel']
1262;['hoak', 'anjg']
1263;['itu', 'ada', 'di', 'foto', 'ata', 'mbak', 'tinggal', 'ketik', 'di', 'browser']
1264;['para', 'buzzer', 'udah', 'miri', 'aja', 'coba', 'deh', 'semua', 'buzzer', 'buka', 'datanya', 'buat', 'lucu', 'lucuan', 'aja', 'termasuk', 'data', 'si', 'ini', 'pen', 'tauasalmuasalnya', 'dari', 'mana', 'dari', 'blatung', 'apa', 'dari', 'cebong']
1265;['tak', 'ada', 'yg', 'tahu', 'si', 'bjorkan', 'ini', 'usia', 'berapa', 'cow', 'apa', 'cew']
1266;['buset', 'dah', 'becandannya']
1267;['nitip', 'kang', 'tolong', 'hack', 'oknum', 'ktp', 'daftar', 'gsm', 'nya', 'si', 'penipuan', 'onlin', 'undian', 'shope', 'masih', 'aja', 'maksa', 'menang', 'undian', 'seblum', 'bnyak', 'korban']
1268;['giliran', 'jokowi', 'beserta', 'jajaran', 'pake', 'ancam', 'ancaman', 'giliran', 'ke', 'aba', 'lu', 'njilat', 'malih', 'lu', 'dongok', 'amat', 'malih']
1269;['tabarakallah']
